ProdType;ProdStatus;Start Sens;Stop Sens;Platform;Sens Type;Cloud Cov;Dataset;Arch Date;CPP File;Acq Type;Acq Orb Nm;Orb Direct;AcqAcrAngl;AcqAloAngl;Polar Chan;Ill Az Ang;Ill El Ang;ResolClass;OrderRef;Prod Size;Download;Eop Id;Footprint;Request Id
WV1_PM8_SO;ARCHIVED;2011-03-21_11_08_52_000;2011-03-21_11_08_58_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-10-01_21_13_41_000;EW02_WV1_PM8_SO_20110321T110352_20110321T110358_DGI_7593_BFE5.0000.tar;NOMINAL;7593;DESCENDING;;;;;;Optical VHR1;STO#VHR1-2_Urban_Atlas_2012#EW02#2842;19043706880;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/92/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5NzEwMDowNTQ1OTA0NDIwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzIxVDExMDM1Ml8yMDExMDMyMVQxMTAzNThfREdJXzc1OTNfQkZFNS4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF97100:054590442010;46.07744292 1.216162754 46.07900246 0.9948111197 46.03558908 0.9952345845 45.99245462 0.9951685325 45.94926154 0.9951607445 45.90606225 0.99522733 45.86297526 0.9951294588 45.81968486 0.9954769516 45.77667114 0.995317573 45.73361438 0.9952741445 45.69055424 0.9953005133 45.64744085 0.9954202726 45.60450911 0.9952689039 45.56873324 0.9950772495 45.56755603 1.212703006 45.60349135 1.212934895 45.64638068 1.213390015 45.68936358 1.213759087 45.73240091 1.214024627 45.77553386 1.214186773 45.81856513 1.214545908 45.86156666 1.21497041 45.90462045 1.215355152 45.94780387 1.215571694 45.99097728 1.215857654 46.03418519 1.21603629 46.07744292 1.216162754;
WV1_PM8_SO;ARCHIVED;2011-03-21_11_09_10_000;2011-03-21_11_09_14_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-08-26_20_35_28_000;EW02_WV1_PM8_SO_20110321T110310_20110321T110314_DGI_7593_D9C9.0000.tar;NOMINAL;7593;DESCENDING;;;;;;Optical VHR1;STO#VHR1-2_Urban_Atlas_2012#EW02#2844;12204533760;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/52/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5NzIwMDowNTQ0NDkyMjkwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzIxVDExMDMxMF8yMDExMDMyMVQxMTAzMTRfREdJXzc1OTNfRDlDOS4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF97200:054449229010;46.00386511 0.7920693123 45.95783094 0.7922053528 45.91168944 0.7924395191 45.86605989 0.7923196225 45.82004213 0.7925512939 45.77424005 0.7926234798 45.7284288 0.7926913904 45.68256274 0.7928619404 45.68093636 0.7928603156 45.6762017 1.016448978 45.67791707 1.016453077 45.72363807 1.016775038 45.76925076 1.017218514 45.81489224 1.017627113 45.86099569 1.017731839 45.90681089 1.01807046 45.95277817 1.018350285 45.9986929 1.018668524 46.00386511 0.7920693123;
WV1_PM8_SO;ARCHIVED;2011-03-23_11_35_38_000;2011-03-23_11_35_44_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-08-26_21_15_41_000;EW02_WV1_PM8_SO_20110323T110338_20110323T110344_DGI_7622_3D4D.0000.tar;NOMINAL;7622;DESCENDING;;;;;;Optical VHR1;STO#VHR1-2_Urban_Atlas_2012#EW02#2790;17649469440;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/28/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5ODIwMDowNTQ0NDkyNTEwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzIzVDExMDMzOF8yMDExMDMyM1QxMTAzNDRfREdJXzc2MjJfM0Q0RC4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF98200:054449251010;47.47073113 -1.749111856 47.46174604 -1.980623168 47.41732111 -1.980728473 47.37300889 -1.980774842 47.3287936 -1.980784984 47.28456066 -1.980841528 47.24031572 -1.980969724 47.19611625 -1.981086393 47.15196102 -1.981191447 47.10786554 -1.981253998 47.06375984 -1.981374661 47.0196785 -1.981466486 46.99158575 -1.981544806 47.00003349 -1.751786029 47.02806113 -1.751652693 47.07224068 -1.751337465 47.11639809 -1.751070556 47.16060469 -1.750764401 47.20482051 -1.750495649 47.24904888 -1.750263025 47.29319447 -1.750216686 47.33751946 -1.749932985 47.38188053 -1.749621277 47.42629511 -1.749336945 47.47073113 -1.749111856;
WV1_PM8_SO;ARCHIVED;2011-03-23_11_34_57_000;2011-03-23_11_35_05_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-10-01_21_51_23_000;EW02_WV1_PM8_SO_20110323T110357_20110323T110305_DGI_7622_A9F1.0000.tar;NOMINAL;7622;DESCENDING;;;;;;Optical VHR1;STO#VHR1-2_Urban_Atlas_2012#EW02#2470;23397048320;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/82/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5ODMwMDowNTQ1OTA0NjUwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzIzVDExMDM1N18yMDExMDMyM1QxMTAzMDVfREdJXzc2MjJfQTlGMS4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF98300:054590465010;47.55661785 -1.771696937 47.51352277 -1.771495345 47.47034074 -1.771282724 47.42719564 -1.771154348 47.38403743 -1.771018663 47.34082035 -1.770855665 47.29755352 -1.770640134 47.25412614 -1.770305012 47.21075884 -1.770060627 47.16737856 -1.769809783 47.12397382 -1.769563085 47.08048773 -1.769256038 47.03698097 -1.768931757 46.99340621 -1.768583748 46.949843 -1.768273125 46.92204805 -1.76802676 46.92172526 -1.544539357 46.94945739 -1.544724935 46.99305338 -1.545000778 47.0366458 -1.545309819 47.08018628 -1.545605229 47.12369336 -1.545867723 47.16719173 -1.546146713 47.21056852 -1.546319012 47.25397325 -1.546534546 47.29733858 -1.546745003 47.34064614 -1.546927778 47.38392187 -1.547075104 47.42714572 -1.547197803 47.47040524 -1.5473726 47.51354332 -1.547462526 47.5566795 -1.547630838 47.55661785 -1.771696937;
WV1_PM8_SO;ARCHIVED;2011-03-23_11_35_18_000;2011-03-23_11_35_25_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-08-26_21_07_58_000;EW02_WV1_PM8_SO_20110323T110318_20110323T110325_DGI_7622_3D4D.0000.tar;NOMINAL;7622;DESCENDING;;;;;;Optical VHR1;STO#VHR1-2_Urban_Atlas_2012#EW02#2787;22651166720;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/64/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5ODQwMDowNTQ0NDkyNTQwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzIzVDExMDMxOF8yMDExMDMyM1QxMTAzMjVfREdJXzc2MjJfM0Q0RC4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF98400:054449254010;47.56357561 -1.567852948 47.52098409 -1.567825828 47.47839048 -1.567862333 47.43582285 -1.567763214 47.39324162 -1.567717059 47.35064218 -1.567692884 47.3080552 -1.567651168 47.26546129 -1.567596756 47.22285239 -1.567564531 47.18024312 -1.567519155 47.1376194 -1.567421022 47.0949832 -1.567355447 47.0523388 -1.567300149 47.00968811 -1.567223557 46.96703739 -1.56718566 46.95683338 -1.567196696 46.95972532 -1.341481184 46.96986404 -1.341476425 47.01256324 -1.341461194 47.0552633 -1.341452424 47.09795523 -1.341463955 47.14064054 -1.341441272 47.18331626 -1.341378311 47.22596955 -1.341419636 47.26862441 -1.341407576 47.31127226 -1.341273722 47.35389356 -1.341419938 47.39654448 -1.341297602 47.43917385 -1.341226952 47.48179574 -1.341174877 47.52442872 -1.341115766 47.56705929 -1.34110591 47.56357561 -1.567852948;
WV1_PM8_SO;ARCHIVED;2011-03-23_11_34_42_000;2011-03-23_11_34_49_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-10-01_21_48_52_000;EW02_WV1_PM8_SO_20110323T110342_20110323T110349_DGI_7622_6300.0000.tar;NOMINAL;7622;DESCENDING;;;;;;Optical VHR1;STO#VHR1-2_Urban_Atlas_2012#EW02#2785;22059878400;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/a3/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5ODUwMDowNTQ1OTA0NjYwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzIzVDExMDM0Ml8yMDExMDMyM1QxMTAzNDlfREdJXzc2MjJfNjMwMC4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF98500:054590466010;47.5947026 -1.365688802 47.56657624 -1.365635577 47.52201693 -1.365464097 47.47731512 -1.365414186 47.43234781 -1.365337802 47.3871573 -1.36531233 47.34178452 -1.365376551 47.29580318 -1.365303384 47.24977989 -1.365373444 47.20339363 -1.365440549 47.15672574 -1.365598944 47.10979635 -1.365787588 47.06234381 -1.365944639 47.01460922 -1.366157539 47.01052114 -1.132706787 47.05851205 -1.133099188 47.10600589 -1.133418617 47.15334413 -1.133855688 47.20022522 -1.13419889 47.24686425 -1.13464389 47.29310728 -1.135026851 47.3389748 -1.135330775 47.38456332 -1.135648113 47.4300564 -1.136102703 47.47525679 -1.13653628 47.52016875 -1.136894459 47.56490106 -1.137328965 47.59328703 -1.13760804 47.5947026 -1.365688802;
WV1_PM8_SO;ARCHIVED;2011-03-23_11_35_56_000;2011-03-23_11_36_04_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-08-26_21_26_57_000;EW02_WV1_PM8_SO_20110323T110356_20110323T110304_DGI_7622_03BF.0000.tar;NOMINAL;7622;DESCENDING;;;;;;Optical VHR1;STO#VHR1-2_Urban_Atlas_2012#EW02#2451;29525186560;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/cb/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5ODYwMDowNTQ0NDkyNTYwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzIzVDExMDM1Nl8yMDExMDMyM1QxMTAzMDRfREdJXzc2MjJfMDNCRi4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF98600:054449256010;45.1077653 -1.090737488 45.06369803 -1.090798681 45.01959749 -1.090791666 44.97546794 -1.090734904 44.93131515 -1.090686966 44.88713833 -1.090631011 44.84294484 -1.09055927 44.79871266 -1.090472649 44.75445443 -1.090343833 44.71019129 -1.090178335 44.66590935 -1.090052068 44.62160084 -1.089957921 44.57726641 -1.08984795 44.53290317 -1.089667143 44.48849743 -1.089433504 44.44407904 -1.089275376 44.39963844 -1.089051147 44.38905353 -1.088998248 44.38996963 -0.8540139263 44.40043072 -0.854073111 44.44497208 -0.8543440349 44.48949317 -0.854586443 44.53399118 -0.8547786525 44.57845993 -0.8551074054 44.62290029 -0.8553908848 44.66730702 -0.8555602435 44.71168733 -0.855767751 44.75604426 -0.8559271429 44.80039601 -0.8560378665 44.84471981 -0.8561091479 44.88900739 -0.8562068786 44.93327823 -0.8563282007 44.97752414 -0.8564156099 45.02174488 -0.8564555045 45.06593691 -0.8564978394 45.11009495 -0.8563874882 45.1077653 -1.090737488;
WV1_PM8_SO;ARCHIVED;2011-03-23_11_34_15_000;2011-03-23_11_34_20_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-08-26_21_00_43_000;EW02_WV1_PM8_SO_20110323T110315_20110323T110320_DGI_7622_DCE0.0000.tar;NOMINAL;7622;DESCENDING;;;;;;Optical VHR1;STO#VHR1-2_Urban_Atlas_2012#EW02#2788;15328000000;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/74/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5ODcwMDowNTQ0NDkyNTcwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzIzVDExMDMxNV8yMDExMDMyM1QxMTAzMjBfREdJXzc2MjJfRENFMC4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF98700:054449257010;49.33033063 -0.8226834272 49.28562071 -0.8226367555 49.24073643 -0.8225045986 49.19578124 -0.8223590673 49.15077552 -0.8221827314 49.10577781 -0.8220238423 49.06058922 -0.8217851966 49.01562128 -0.8216578101 48.97016211 -0.8212988944 48.92473764 -0.8209329307 48.92298224 -0.8209128063 48.92172844 -0.5852400557 48.92343702 -0.5852537279 48.9689515 -0.5856591249 49.01418689 -0.5858642227 49.0593133 -0.5860317815 49.10444876 -0.5862059373 49.14950017 -0.5863549343 49.19452673 -0.586503116 49.23952542 -0.5866312502 49.28434366 -0.5866805478 49.3291234 -0.5867160991 49.33033063 -0.8226834272;
WV1_PM8_SO;ARCHIVED;2011-03-24_10_58_25_000;2011-03-24_10_58_29_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-07-28_13_09_22_000;EW02_WV1_PM8_SO_20110324T100325_20110324T100329_DGI_7636_EAB0.0000.tar;NOMINAL;7636;DESCENDING;;;;;;Optical VHR1;orderReference_not_available;8759429120;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/cc/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5OEYwMDowNTQ0NDkyNjIwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzI0VDEwMDMyNV8yMDExMDMyNFQxMDAzMjlfREdJXzc2MzZfRUFCMC4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF98F00:054449262010;48.77186841 7.47136 48.76816818 7.2440286 48.72595157 7.243965 48.6836488 7.2438307 48.64132844 7.2436876 48.59898047 7.2433767 48.55673502 7.24328 48.52161941 7.2438245 48.52527498 7.4704895 48.56052179 7.4704275 48.60282826 7.470756 48.6450268 7.470727 48.68734667 7.470975 48.72960627 7.4711065 48.77186841 7.47136;
WV1_PM8_SO;ARCHIVED;2011-03-24_10_58_40_000;2011-03-24_10_58_47_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-08-26_21_27_46_000;EW02_WV1_PM8_SO_20110324T100340_20110324T100347_DGI_7636_EE94.0000.tar;NOMINAL;7636;DESCENDING;;;;;;Optical VHR1;STO#VHR1-2_Urban_Atlas_2012#EW02#2472;23846256640;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/23/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5OTAwMDowNTQ0NDkyNjMwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzI0VDEwMDM0MF8yMDExMDMyNFQxMDAzNDdfREdJXzc2MzZfRUU5NC4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF99000:054449263010;48.86294253 7.685800206 48.85460618 7.449900617 48.81018666 7.449753429 48.7660805 7.449890992 48.72180831 7.44974173 48.67757006 7.449580424 48.63343927 7.449500578 48.58929364 7.449338696 48.54504748 7.449049266 48.50108491 7.44905586 48.45708256 7.44895229 48.41302718 7.448732566 48.3691178 7.448666959 48.32523326 7.448606489 48.28128755 7.448432451 48.23739438 7.44826267 48.22703441 7.448204959 48.23460174 7.681196809 48.24489534 7.681284467 48.28886278 7.681665791 48.33287137 7.682037736 48.37690004 7.682408809 48.42094545 7.682771684 48.46500852 7.683119473 48.50910776 7.68346996 48.55322364 7.683779747 48.59737438 7.68407918 48.64154173 7.684401756 48.68574387 7.684702897 48.73001171 7.685047197 48.77416925 7.685193791 48.81850402 7.685466396 48.86294253 7.685800206;
WV1_PM8_SO;ARCHIVED;2011-03-24_10_59_55_000;2011-03-24_10_59_59_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-07-28_13_09_22_000;EW02_WV1_PM8_SO_20110324T100355_20110324T100359_DGI_7636_DC49.0000.tar;NOMINAL;7636;DESCENDING;;;;;;Optical VHR1;orderReference_not_available;10396303360;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/0b/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5OTEwMDowNTQ0NDkyNjQwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzI0VDEwMDM1NV8yMDExMDMyNFQxMDAzNTlfREdJXzc2MzZfREM0OS4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF99100:054449264010;43.78885654 4.1194816 43.78690256 3.9137213 43.74455558 3.9138346 43.70230221 3.9138775 43.66001082 3.9139044 43.61774996 3.9139295 43.57551833 3.9139583 43.53326562 3.9139636 43.49103534 3.9139853 43.48957899 3.9139853 43.49149576 4.1183834 43.49297311 4.11839 43.53520274 4.1185627 43.57745817 4.1187515 43.61971343 4.118904 43.66199784 4.1190653 43.70427847 4.1192327 43.74657275 4.119364 43.78885654 4.1194816;
WV1_PM8_SO;ARCHIVED;2011-03-24_11_00_10_000;2011-03-24_11_00_14_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-07-28_13_09_22_000;EW02_WV1_PM8_SO_20110324T110310_20110324T110314_DGI_7636_FBD0.0000.tar;NOMINAL;7636;DESCENDING;;;;;;Optical VHR1;orderReference_not_available;12327516160;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/ee/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5OTIwMDowNTQ0NDkyNjUwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzI0VDExMDMxMF8yMDExMDMyNFQxMTAzMTRfREdJXzc2MzZfRkJEMC4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF99200:054449265010;43.77380572 3.9302807 43.77198042 3.7201104 43.72760978 3.7201886 43.68331084 3.7202203 43.63913815 3.7202237 43.59490621 3.7202408 43.55092829 3.7201977 43.50678801 3.7201667 43.46252662 3.720143 43.42606933 3.72005 43.42774448 3.9282203 43.4644729 3.9284887 43.50857566 3.9287958 43.55272813 3.9290862 43.59688344 3.9293582 43.64103951 3.9296095 43.68526386 3.9298592 43.72951327 3.9300885 43.77380572 3.9302807;
WV1_PM8_SO;ARCHIVED;2011-03-24_11_00_25_000;2011-03-24_11_00_27_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-07-28_13_09_22_000;EW02_WV1_PM8_SO_20110324T110325_20110324T110327_DGI_7636_07D8.0000.tar;NOMINAL;7636;DESCENDING;;;;;;Optical VHR1;orderReference_not_available;6605015040;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/da/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5OTMwMDowNTQ0NDkyNjYwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzI0VDExMDMyNV8yMDExMDMyNFQxMTAzMjdfREdJXzc2MzZfMDdEOC4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF99300:054449266010;43.64973992 3.7423952 43.64787385 3.5258555 43.60020272 3.526009 43.5528607 3.5260713 43.5053367 3.5261502 43.4660638 3.5261781 43.46816362 3.7413409 43.50766158 3.7415965 43.55516603 3.741895 43.60234587 3.7421772 43.64973992 3.7423952;
WV1_PM8_SO;ARCHIVED;2011-03-24_10_59_10_000;2011-03-24_10_59_18_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-10-01_21_52_41_000;EW02_WV1_PM8_SO_20110324T100310_20110324T100318_DGI_7636_4473.0000.tar;NOMINAL;7636;DESCENDING;;;;;;Optical VHR1;STO#VHR1-2_Urban_Atlas_2012#EW02#2466;25215426560;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/3e/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5OTQwMDowNTQ1OTA0NjgwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzI0VDEwMDMxMF8yMDExMDMyNFQxMDAzMThfREdJXzc2MzZfNDQ3My4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF99400:054590468010;46.08180357 4.832402679 46.08001174 4.618728252 46.03800563 4.618675836 45.99598877 4.618657736 45.95398472 4.618620549 45.91202592 4.618503954 45.87004752 4.61843398 45.8281097 4.618291173 45.78610823 4.618318169 45.74407741 4.618432419 45.70214407 4.618329179 45.66025695 4.618116817 45.61832942 4.618026133 45.57647178 4.617756493 45.53459134 4.617534137 45.49263771 4.617521466 45.45068247 4.617532375 45.40870535 4.617678972 45.38203946 4.617580273 45.38401392 4.827448076 45.41070083 4.827666548 45.45259822 4.827994322 45.49451696 4.82830494 45.53638573 4.828703952 45.57830417 4.829011196 45.62021941 4.829318172 45.66216116 4.829590526 45.70408639 4.829901446 45.74602082 4.830200604 45.78793534 4.830534497 45.82985222 4.830870136 45.87185084 4.831101417 45.9138115 4.831396747 45.9557768 4.831686538 45.99776961 4.831946016 46.03977996 4.832179557 46.08180357 4.832402679;
WV1_PM8_SO;ARCHIVED;2011-03-24_10_59_37_000;2011-03-24_10_59_45_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-10-01_22_13_05_000;EW02_WV1_PM8_SO_20110324T100337_20110324T100345_DGI_7636_32C7.0000.tar;NOMINAL;7636;DESCENDING;;;;;;Optical VHR1;STO#VHR1-2_Urban_Atlas_2012#EW02#2452;25506560000;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/69/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5OTUwMDowNTQ1OTA0NjkwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzI0VDEwMDMzN18yMDExMDMyNFQxMDAzNDVfREdJXzc2MzZfMzJDNy4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF99500:054590469010;46.0302131 4.634205008 46.02830067 4.413254022 45.98239288 4.413196155 45.93743173 4.413004885 45.8926042 4.412786787 45.84670003 4.412697042 45.80169619 4.412473473 45.75680901 4.412218056 45.71179059 4.411939723 45.6670202 4.411630382 45.62205884 4.411332479 45.57693039 4.411049287 45.53165936 4.410746555 45.48750639 4.410307279 45.44289396 4.409914627 45.39757872 4.409581604 45.35243079 4.409182964 45.3333031 4.408977744 45.33507224 4.625078526 45.35381846 4.625372776 45.39826149 4.626103574 45.44325479 4.626809303 45.48898283 4.627525888 45.53408507 4.628205141 45.57847446 4.628846614 45.62315816 4.629461175 45.66829444 4.630073505 45.71321015 4.630665029 45.7577531 4.631256746 45.80355107 4.631792929 45.84911236 4.632303838 45.894249 4.632812926 45.9394046 4.633289367 45.98481954 4.633742705 46.0302131 4.634205008;
WV1_PM8_SO;ARCHIVED;2011-03-24_10_59_26_000;2011-03-24_10_59_29_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-10-01_21_54_42_000;EW02_WV1_PM8_SO_20110324T100326_20110324T100329_DGI_7636_8E68.0000.tar;NOMINAL;7636;DESCENDING;;;;;;Optical VHR1;STO#VHR1-2_Urban_Atlas_2012#EW02#2471;8759961600;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/13/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQUY5OTYwMDowNTQ1OTA0NzAwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwMzI0VDEwMDMyNl8yMDExMDMyNFQxMDAzMjlfREdJXzc2MzZfOEU2OC4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000AF99600:054590470010;45.58328786 4.424911849 45.58291625 4.210837002 45.5470485 4.21091926 45.50429914 4.211007174 45.46149771 4.211266214 45.41885299 4.211551335 45.37670209 4.211342484 45.33421746 4.211581578 45.3354285 4.423287772 45.37749657 4.423668895 45.42014107 4.423659376 45.46262882 4.423849112 45.50495494 4.424263374 45.54743957 4.424675461 45.58328786 4.424911849;
WV1_PM8_SO;ARCHIVED;2011-04-01_11_08_18_000;2011-04-01_11_08_26_000;EW02;OPTICAL;0;VHR1-2_Urban_Atlas_2012/EU00/UTM-WGS84;2015-10-01_22_29_36_000;EW02_WV1_PM8_SO_20110401T110418_20110401T110426_DGI_7751_89E9.0000.tar;NOMINAL;7751;DESCENDING;;;;;;Optical VHR1;STO#VHR1-2_Urban_Atlas_2012#EW02#2410;25816145920;https://cdsdata.copernicus.eu/pd-desk/OA/RVcwMg==/MC4x/9a/dXJuOmVvcDpFVVNJOkVXMDI6MTAzMDA1MDAwQkY4QkMwMDowNTQ0NDkzNDYwMTA=/0/RVcwMl9XVjFfUE04X1NPXzIwMTEwNDAxVDExMDQxOF8yMDExMDQwMVQxMTA0MjZfREdJXzc3NTFfODlFOS4wMDAwLnRhcg==;urn:eop:EUSI:EW02:103005000BF8BC00:054449346010;43.88244611 1.722008207 43.88192517 1.505236351 43.83491202 1.50521577 43.78774484 1.50517071 43.74070937 1.50511189 43.69372517 1.505041993 43.64705572 1.504897746 43.60030356 1.504738133 43.5537041 1.50455714 43.50697879 1.504387885 43.46030669 1.50418226 43.41409421 1.503904448 43.36756561 1.503662833 43.32146431 1.503338287 43.27519033 1.503008288 43.2288093 1.502684709 43.19950251 1.502450443 43.20035752 1.71418239 43.22976058 1.714615064 43.27570182 1.715290015 43.32204259 1.715953232 43.36842302 1.716580784 43.41478219 1.717175046 43.46107474 1.717763538 43.5076856 1.71832516 43.55406092 1.718861192 43.60085087 1.71937537 43.64750514 1.719889232 43.69432391 1.720362322 43.74140596 1.720790785 43.78846493 1.721215626 43.83541888 1.72164159 43.88244611 1.722008207;
